Symbol,marketCap,trailingPE,forwardPE,priceToBook,trailingEps,forwardEps,bookValue,payoutRatio,beta,fiveYearAvgDividendYield,52WeekChange,averageVolume,enterpriseToRevenue,profitMargins
IBM,-0.24855546928373912,-0.05804558973867542,-0.07606887473783655,-0.11036704468438394,-0.17132305747580448,-0.10381283612355757,-0.10030510426939741,0.027488150083718736,-0.6700610362108566,1.3805773844517233,0.5882532789573566,-0.3226250907607481,-0.1875335151832358,-0.4075207297986863
INTC,-0.4339852492082114,-0.3896125340973498,-0.08536937585591409,-0.4549294859712284,-0.8146645656391631,-0.5479417760033318,-0.10038148638611584,0.3568815389034276,0.154886512948105,0.29657022076171247,-2.3500085847359053,2.5180807255270046,-0.5624821206208375,-3.4659280732273468
INTU,-0.2879163795984988,0.2521294838900781,0.11958068716413878,-0.04758845660200463,0.035031765897348244,0.431537608005382,-0.09940571113210223,-0.1577419844156527,0.7292170851473818,-1.023090674165257,-0.31444096453105147,-0.4253401211956932,-0.9788794511628507,0.20755511202642934
JNJ,-0.04496319228231498,-0.1532543587550057,-0.24918160596170033,-0.2749386052844482,-0.21987713356360516,-0.10427355079148265,-0.10024328527999105,-0.022105924331382157,-1.1712949901302254,0.21998275810970092,-0.8631297600316508,-0.22709636535686073,-0.17626404614563085,0.09561794327084894
JPM,0.4411550361986277,-0.2581734446729035,-0.2375077254152336,-0.4025631449213524,0.5047924520468196,0.1786052553145146,-0.09827701161028565,-0.1842414984465242,0.3245750910978912,0.2376567879524727,0.8084052829511522,-0.16299005086052598,-0.728659036938063,1.3622591381694533
KHC,-0.5102801788524681,-0.11122267892340594,-0.3267130316939728,-0.45975211832295976,-0.5203054793568717,-0.4511916957390656,-0.09999568925363347,0.16682524777028354,-1.2835505110600842,1.2980985785187873,-1.1338326185248107,-0.15436064163820745,-0.563819176269367,-0.7916249084575664
KO,-0.15914639422565618,-0.1301223887210753,-0.08178509126133322,-0.04071007996765266,-0.4414051057141956,-0.45579884241831636,-0.10076890672431117,-0.024681854745556266,-0.9050144521105606,0.3967230565374199,-0.47979170887718464,0.09989887046505105,0.25885206347579404,0.5358064235736346
LIN,-0.25735223652090894,-0.06350495872296752,0.018694010340550543,-0.2612922222971334,0.21164721766672312,0.18828026334094125,-0.0990287387518058,-0.13763788382686867,-0.04612918732164212,-0.5517832116913394,-0.43658747179604807,-0.41469196910327794,0.3413674977850369,0.29496022036555597
LLY,0.4755273274848368,0.43306286709784936,0.21171137912372368,1.6654685366084305,-0.02262619945691498,0.45134833872616026,-0.1005477849545115,-0.09947266194330073,-1.401027219009936,-0.6519360474670469,0.5124615675241894,-0.3449265926770203,2.4972742270637998,0.38406243812953006
LMT,-0.3923528596078014,-0.21357418716701315,-0.15886552629455264,0.2171896867388553,1.08926214295372,0.7024378327453272,-0.10021210144066033,-0.12493589101190819,-1.2678869500001038,0.15517798201953703,-0.2627066508595421,-0.4381121713278327,-0.6153913227126437,-0.47378815086074255
LOW,-0.34631040577198346,-0.17509277495285408,-0.08782720004482562,-0.4942474968522331,0.14245765924160717,-0.010748473202691958,-0.10150901994326536,-0.15113931220460877,0.3428492456678685,-0.3927169431063922,-0.09447440081515915,-0.39554859420626703,-0.5466284607882747,-0.559804652006485
MA,0.15744742398187142,0.003936835031918944,0.1675313032972136,2.3830834052917846,0.21650262527550318,0.16201952726921184,-0.10072469151517215,-0.20289478765261248,0.35068102619785835,-1.0761127636935728,0.1760792706645707,-0.38719139910412953,2.5117908312478328,2.2956346066558546
MCD,-0.25180374925772997,-0.13479965670727678,-0.03348485349285681,-0.4942474968522331,0.1042213243224642,-0.011669902538542174,-0.10107473239786476,-0.08629692591677805,-0.6047961984609387,-0.05691037609372583,-0.6013392504847181,-0.3524660004202803,0.9682555889955358,1.2563392672518712
MDLZ,-0.4426944361032347,-0.17208694765226035,-0.14648199601935347,-0.36283632082229716,-0.41652114171919774,-0.43460596769376286,-0.10043336038277377,-0.07673341414921216,-1.0590394692003666,-0.09225843577926969,-0.9907188319145136,-0.2379399058747519,-0.43278772271348576,-0.3817543518770021
MDT,-0.40958899391978393,-0.14181764488996276,-0.2401269049380264,-0.39982093752301356,-0.3892094739198099,-0.3231130180558942,-0.10003414322559408,0.016207339530011876,-0.2967461642813265,0.17874335514323295,-0.6835939979084349,-0.25436538714441964,-0.20166810346768943,-0.2661141534608864
MET,-0.48143692939509064,-0.22431991717048352,-0.36390418782054323,-0.41257825255759234,-0.2884597660376236,-0.14619858557266466,-0.09989164405363779,-0.1320418970650422,0.188824228578062,0.5852460415269869,-0.055191008663648684,-0.3596300703223898,-0.6337280858924755,-0.7893105785642283
META,1.793432139252536,-0.09805056705775334,-0.004366192259918902,-0.07131638442697677,0.6984018304469247,0.5729770110583806,-0.0994192911911656,-0.2389874218466151,0.6482886863374839,-1.3824626143016192,2.065880534250271,-0.032800231356674814,0.947244714518645,1.546403726691323
MMM,-0.46210672275421677,-0.2575207274621291,-0.19094976290467064,0.17097914072642661,-0.0038114949728923083,-0.2286665111312534,-0.10071470079831912,-0.12407723865799816,0.0896216751981868,1.174380369619384,0.7019044682922873,-0.35100025481033964,-0.5265726260603337,-0.15842002827437957
MO,-0.42866362332208285,-0.29861742578570505,-0.32590073142693937,-0.4942474968522331,-0.22837409687897026,-0.3461487514521481,-0.10095630696697534,-0.06189960797103717,-0.7744847766107249,3.336503353718481,0.24249638124587838,-0.19176873448447,0.10929283879029106,2.700567893215497
MRK,-0.18719956894668252,-0.18214786425487042,-0.31783064482187223,-0.24247159590385176,-0.2975636553040862,-0.15955931094249184,-0.10050775350094251,-0.06915366488451596,-1.4506284956998738,0.3260269371663322,-0.8409004393585668,-0.07452470937616829,-0.144556726480505,0.287322957946787
MS,-0.2613943613263897,-0.1992174839659518,-0.20021338848498996,-0.3982681881078971,-0.18831698410653472,-0.2272843671274782,-0.09957795383409464,-0.10358822892686625,0.9641705010470862,0.38494036997557196,0.5545724955820418,-0.24185136792728482,-0.7611303884023485,0.2854714045440973
MSFT,4.387248463983316,-0.026315298178587163,0.10769441324171682,0.013554528961694656,0.1479199928014847,0.09613732975592584,-0.10002497554262368,-0.18661017009174174,-0.16360589527149402,-0.8699157488612337,0.024508880017491106,0.2711051527279141,1.5433805258129676,1.5508785133720038
NEE,-0.3436683765235401,-0.17682449026580055,-0.11350397503000785,-0.3627745295484573,-0.38314021440883483,-0.42308810099563593,-0.10035313744126972,-0.08312881574794133,-1.0590394692003666,-0.05691037609372583,-0.12307586914128867,-0.09311239072662246,0.7831688856491086,0.8476258833324603
